"","x"
"117",0.0803650419169859
"118",0.0873948136569646
"119",0.035356499686746
"120",0.0547667210522816
"121",0.0721717643592143
"122",0.0787221716337783
"123",0.0567054521217529
"124",0.0931032028610288
"125",0.0469134324922918
"126",0.082464308741163
"127",0.0782235430987128
"128",0.0660121120156933
"129",0.057162805652403
"130",0.0535841416485245
"131",0.0683881172646994
"132",0.0574443769673174
"133",0.0648603753325322
"134",0.120341055438181
"135",0.0502224850042225
"136",0.0688701182846501
"137",0.0862591846328939
"138",0.0508604577787846
"139",0.0586771691028218
"140",0.078467330864471
"141",0.0815358753210333
"142",0.0777281696583925
"143",0.0721997491257442
"144",0.101350151600994
"145",0.0763631596569871
"146",0.06333033393347
"147",0.0770259264852577
"148",0.0587276527424395
"149",0.0500046536453639
"150",0.0480768228529043
"151",0.0930487160868022
"152",0.112506792921255
"153",0.0506943706666856
"154",0.0676396143507716
"155",0.0664881698852138
"156",0.0829837063137378
"157",0.0648008098352712
"158",0.114530008111919
"159",0.0804614924889147
"160",0.0695063072276997
"161",0.0724311215257646
"162",0.0467893123203119
"163",0.0713304649441816
"164",0.082657983203657
"165",0.0615476882420997
"166",0.0577678936323857
"167",0.0982091415874191
"168",0.0790241292890776
"169",0.0470342177634313
"170",0.0899804426136939
"171",0.0718166142498092
"172",0.103965771275974
"173",0.0754342804996056
"174",0.0624688540565954
"175",0.0545124059198505
"176",0.0857368174981431
"177",0.0429783536103368
"178",0.0672903118261159
"179",0.0981060729238551
"180",0.0842712816994645
"181",0.0744080335988121
"182",0.0862320531248348
"183",0.067291016756836
"184",0.0363985171738343
"185",0.0657431511842733
"186",0.102901237386885
"187",0.0659917840958916
"188",0.0771649445064373
"189",0.0476631368337134
"190",0.0646640870855464
"191",0.0763744899581034
"192",0.0582630475767278
"193",0.0743303256603891
"194",0.0383442415508655
"195",0.0657021518050702
"196",0.0827324595589518
"197",0.0702617381463384
"198",0.0787083394257815
"199",0.0864281882799382
"200",0.0621012200948427
"201",0.092497281025968
"202",0.0528319150078848
"203",0.0999055113885423
"204",0.041727646135467
"205",0.0979244330562222
"206",0.0796101504638442
"207",0.0571359862532193
"208",0.0666062408805936
"209",0.0544548838981001
"210",0.0617101791927573
"211",0.0533470968363544
"212",0.110335524866264
"213",0.0586134219021433
"214",0.0700418436412416
"215",0.104013078271563
"216",0.0903114604719381
"217",0.0610273146695674
"218",0.0616477612954319
"219",0.0499282074039996
"220",0.113386280248551
"221",0.0930232656424234
"222",0.0583558666813291
"223",0.0500910581186025
"224",0.169211677943793
"225",0.0769341578269309
"226",0.069678911669206
"227",0.0325406504191283
"228",0.040183115304079
"229",0.0752398298505649
"230",0.0491419069018061
"231",0.0626076245177592
"232",0.0671030193225319
"233",0.0783774984301781
"234",0.0483929726287327
"235",0.0711536387538757
"236",0.046162666777233
"237",0.0527030274891464
"238",0.0929378756374953
"239",0.0748363294892432
"240",0.089190246968861
"241",0.0680231770743866
"242",0.0853309265166389
"243",0.0617153635004842
"244",0.0402215514696573
"245",0.0730310420967872
"246",0.0848110191282139
"247",0.0531678368553034
"248",0.0662924363219468
"249",0.0737249977876648
"250",0.0424067299765131
"251",0.0607669502021115
"252",0.0740261107503617
"253",0.0524838665534989
"254",0.0657063108235818
"255",0.0638635187554287
"256",0.0405608619951856
"257",0.0745748162492643
"258",0.0626452722330535
"259",0.0798829544110278
"260",0.0851843761626555
"261",0.0636510184524807
"262",0.0558171954707936
"263",0.0995658271679554
"264",0.0748102899449137
"265",0.0656671469436646
"266",0.0618733747038593
"267",0.0507035440608606
"268",0.0441486540556177
"269",0.095978049370222
"270",0.0818444685379598
"271",0.0822378756870397
"272",0.0575979518487333
"273",0.0708803943425179
"274",0.0834169364385836
"275",0.0770029067611884
"276",0.0886449731364575
"277",0.0510129817843402
"278",0.0652449376635274
"279",0.0486682296494127
"280",0.0819624900765859
"281",0.0395995305449425
"282",0.0532413547331161
"283",0.0490200545429955
"284",0.0802529305799273
"285",0.070995419368061
"286",0.0732957757651388
"287",0.047132560796981
"288",0.108246179058185
"289",0.0757978686892157
"290",0.083153366042209
"291",0.113739096466287
"292",0.0566293983806882
"293",0.0663886020346339
"294",0.0711230767807079
"295",0.0949670256445249
"296",0.0816170999057729
"297",0.05323291853218
"298",0.0467777705960624
"299",0.0710262422045067
"300",0.0507311884137703
"301",0.0705629890665472
"302",0.0496960015104882
"303",0.0801831250679541
"304",0.0655194312013287
"305",0.0813029185134772
"306",0.0485418659663586
"307",0.0720836267798376
"308",0.0666623409316469
"309",0.0560005916199521
"310",0.0378543551597911
"311",0.0801514664498964
"312",0.0439510302772305
"313",0.0701210458436286
"314",0.078424859699415
"315",0.116916330814738
"316",0.0414907226978103
"317",0.0400348577005674
"318",0.0596763620052791
"319",0.0788764872251711
"320",0.0992013558916413
"321",0.0751756593249757
"322",0.0643524660252854
"323",0.0409362642677682
"324",0.075737463690091
"325",0.110517977360617
"326",0.0756308271462188
"327",0.0703901346546286
"328",0.0811310812883057
"329",0.0700395084396344
"330",0.0626683438973459
"331",0.0637687561009746
"332",0.0742641848136132
"333",0.0508770435331879
"334",0.0487580799183083
"335",0.0548630763760834
"336",0.0437652130056089
"337",0.078727520879014
"338",0.0570269377141557
"339",0.0766399078721953
"340",0.0650039369414064
"341",0.0777909817010067
"342",0.10501880038127
"343",0.0920629807118079
"344",0.0532732987411874
"345",0.104819962654438
"346",0.0366852115542277
"347",0.0642287547216782
"348",0.0390478580169823
"349",0.0449800197838653
"350",0.0569310153199133
"351",0.0856788793661491
"352",0.0815545170964788
"353",0.0526152437052637
"354",0.129923382353285
"355",0.0866155499582152
"356",0.0557295058083206
"357",0.0508334866449938
"358",0.078583278199047
"359",0.0734050423008549
"360",0.10656996532253
"361",0.0942594280789664
"362",0.0632381939981113
"363",0.0737912788180736
"364",0.0760201989095668
"365",0.0455802796548974
"366",0.0529433653062637
"367",0.0586120497136722
"368",0.111702944832967
"369",0.0674556385860292
"370",0.0820522441505376
"371",0.0715731266679872
"372",0.0837371211930101
"373",0.0747248234509501
"374",0.0735234095623967
"375",0.0820958766894193
"376",0.0832501221157756
"377",0.0820432304032724
"378",0.0671933737044565
"379",0.0602050676770505
"380",0.0648805746560398
"381",0.0984581118431121
"382",0.0856134137186904
"383",0.0774664581880954
"384",0.0561321654454086
"385",0.0455457883576147
"386",0.0450463056714625
"387",0.0687758645995959
"388",0.0823054560410992
"389",0.0498117466758956
"390",0.0668524430746051
"391",0.0794999835446893
"392",0.126777036111531
"393",0.0623052792057858
"394",0.106405897118477
"395",0.0480790536039239
"396",0.070899715891408
"397",0.0759613631113002
"398",0.0756040116831239
"399",0.073871502103351
"400",0.0656874151911721
"401",0.078494083659066
"402",0.0619097853805814
"403",0.052883196598517
"404",0.0824119938388503
"405",0.0910067651174863
"406",0.0697381288332393
"407",0.0593304159587121
"408",0.0784992335501953
"409",0.0761185166147204
"410",0.0602542104183372
"411",0.0630321855849012
"412",0.116773727037382
"413",0.0950603833558877
"414",0.0402137807669833
"415",0.0500426380591497
"416",0.0550693350683015
"417",0.0824061900180736
"418",0.116460938550651
"419",0.0638238887776249
"420",0.0732670034051466
"421",0.0773320179444884
"422",0.0728071057395148
"423",0.0730100116059773
"424",0.0862848566232666
"425",0.0598304211254626
"426",0.096800824509068
"427",0.0703802064578908
"428",0.0599399668514571
"429",0.0580414959917525
"430",0.0782818514748278
"431",0.0462115521733576
"432",0.0628019549972253
"433",0.0823664670745723
"434",0.0739259272004099
"435",0.0751918839426487
"436",0.0625274008214413
"437",0.0877530721257706
"438",0.0537834508487937
"439",0.069044703879616
"440",0.0891115150614686
"441",0.0877934079031497
"442",0.0570476826816616
"443",0.0634182228512307
"444",0.0634757359246455
"445",0.0634568841491057
"446",0.0607628805005393
"447",0.0595678534517511
"448",0.0588279575065209
"449",0.0638249820309115
"450",0.0656014000573461
"451",0.0932781158700883
"452",0.0457155344908846
"453",0.0723280930884015
"454",0.0863762369168763
"455",0.0548286197873229
"456",0.0668600288511553
"457",0.0829643593940222
"458",0.0560943246586707
"459",0.0469865507401359
"460",0.0628994445695154
"461",0.0796278032762558
"462",0.0692572109227256
"463",0.0505397071261085
"464",0.0664329117666368
"465",0.0541782905061794
"466",0.0876765839702239
"467",0.0778816385653178
"468",0.0615141810683888
"469",0.104908933891005
"470",0.064407774844151
"471",0.0890578302632367
"472",0.0640488328143649
"473",0.0600577445523531
"474",0.0758115027797941
"475",0.0718867239442049
"476",0.0573922627107561
"477",0.0364169029687904
"478",0.066411327048258
"479",0.0772781920365269
"480",0.0519079434046312
"481",0.0703278567728833
"482",0.0518310459455668
"483",0.0438191700290339
"484",0.049062816459889
"485",0.0647736283732816
"486",0.0562156896071564
"487",0.0816495075239021
"488",0.0703490807766123
"489",0.0545563331566327
"490",0.0474161282679167
"491",0.08106859340019
"492",0.0668656480324922
"493",0.109701524130288
"494",0.0607352501076562
"495",0.0625414874163205
"496",0.104881788436259
"497",0.0692303657007061
"498",0.0472106123302909
"499",0.0511975134997394
"500",0.0804631863367981
"501",0.116158333684323
"502",0.0867610408947993
"503",0.0971280943068143
"504",0.0590584234491492
"505",0.0634284317247372
"506",0.0905480786941341
"507",0.082771665784635
"508",0.0420343528867647
"509",0.0530111838385125
"510",0.0674142001614865
"511",0.0509925255982062
"512",0.0763876552112012
"513",0.0609919406131134
"514",0.047842890796237
"515",0.053917719765619
"516",0.102851826541089
"517",0.0709234700225921
"518",0.0567018299230514
"519",0.0723417233352036
"520",0.110409307363304
"521",0.0618903171095729
"522",0.097236959061037
"523",0.0664517452083477
"524",0.07204640009976
"525",0.13334634036703
"526",0.0438662115301435
"527",0.0522176132775759
"528",0.112036056588403
"529",0.0906537932564408
"530",0.0551453860180645
"531",0.0825754344834069
"532",0.0639474512863795
"533",0.0396950586883443
"534",0.0703511054104271
"535",0.0589393017659607
"536",0.087975987577994
"537",0.0439961520403901
"538",0.133019687452604
"539",0.0497685565130428
"540",0.0836016086374283
"541",0.0673648765899609
"542",0.063653868950647
"543",0.0469416252404807
"544",0.0651319052909066
"545",0.0587950367428067
"546",0.0503958049672344
"547",0.0839966782282137
"548",0.0740095279172078
"549",0.0849266472412788
"550",0.0622834335448096
"551",0.0702377593316342
"552",0.0647116960367518
"553",0.0648748940258451
"554",0.0617833089553008
"555",0.0848599124592228
"556",0.0540793072167222
"557",0.0535319941345246
"558",0.0438421115006316
"559",0.0742366647208915
"560",0.0504786928278766
"561",0.0745043978421886
"562",0.0736138432823821
"563",0.0543179657699973
"564",0.0936464536293617
"565",0.0936512440805187
"566",0.0756303332074759
"567",0.0442523663577425
"568",0.0498929558182331
"569",0.0740840107359743
"570",0.0678728838339803
"571",0.0488815759205809
"572",0.118408119047259
"573",0.0777465263254948
"574",0.057051645305042
"575",0.0760388592847236
"576",0.0779958301718688
"577",0.115570114077199
"578",0.0627319666611825
"579",0.0791545854051237
"580",0.0896381021958362
"581",0.0939737889962323
"582",0.0792793709679453
"583",0.0760207177780985
"584",0.0821851017073719
"585",0.0886505500337325
"586",0.0972812542702259
"587",0.0614443676036389
"588",0.0683172858051789
"589",0.0420778287567746
"590",0.0514158696579404
"591",0.055448957952841
"592",0.0865443399066524
"593",0.0629599409783588
"594",0.0580346553405186
"595",0.0679539673154664
"596",0.0671922522680889
"597",0.0396672449718539
"598",0.0900029427636953
"599",0.0758040134098123
"600",0.057921701335653
"601",0.0902506923938457
"602",0.0514449277342211
"603",0.0489906367779662
"604",0.0439783859184638
"605",0.0520331448642704
"606",0.0958231525683782
"607",0.117257216146866
"608",0.0724297773934269
"609",0.0812156884656016
"610",0.046627973523691
"611",0.0935095354314196
"612",0.108992118023295
"613",0.0635788982921184
"614",0.0665113492850291
"615",0.0551907663611447
"616",0.0655178951753579
"617",0.0719603850315418
"618",0.0505157068144863
"619",0.0517482229438599
"620",0.0732568781668497
"621",0.0670359028116582
"622",0.0935542464961297
"623",0.0784300371191012
"624",0.0721221982662593
"625",0.0930668794541624
"626",0.0773572793969527
"627",0.0728248191119251
"628",0.0605078668170301
"629",0.0738210157290073
"630",0.0702882752949728
"631",0.111363821449372
"632",0.0646000685497503
"633",0.0536891027194914
"634",0.0579704169653477
"635",0.0506262161232935
"636",0.0633717459346238
"637",0.0377766396460994
"638",0.0581930779768765
"639",0.0595544954399576
"640",0.0507372736623278
"641",0.083934888467424
"642",0.0889215927089446
"643",0.0544792846152075
"644",0.0947195208671521
"645",0.0901552707157031
"646",0.0789175886274287
"647",0.0497173433707554
"648",0.0582620590229478
"649",0.0786150417310735
"650",0.0643724385595763
"651",0.0447334799536917
"652",0.0548136653715417
"653",0.0849865757563135
"654",0.0782234175961474
"655",0.0623740855048998
"656",0.0557709524303061
"657",0.0788941993371496
"658",0.0664984003446432
"659",0.0409106612950849
"660",0.0656743866282945
"661",0.055373884894038
"662",0.0724606408714133
"663",0.0662418612117364
"664",0.0911669507785188
"665",0.0560150003530267
"666",0.0764946379768294
"667",0.0672852812633477
"668",0.0933394262124614
"669",0.0558785395236882
"670",0.0555366439692546
"671",0.0747427978433969
"672",0.0754302632060447
"673",0.0769262640286456
"674",0.113031434487147
"675",0.0726333875613071
"676",0.0637217472117555
"677",0.111067099841971
"678",0.0564915949265882
"679",0.0637573069475715
"680",0.0691007200913182
"681",0.0917882379744649
"682",0.0898793433332371
"683",0.0422884361256764
"684",0.0955003602273919
"685",0.0604624423772093
"686",0.0772632131510716
"687",0.0647272807863649
"688",0.0694469920213835
"689",0.0529829607270411
"690",0.0396118960306315
"691",0.0616874129646275
"692",0.0508630470488239
"693",0.0364456753400925
"694",0.0520158080469511
"695",0.0756842068027113
"696",0.106098693517418
"697",0.0835868331921293
"698",0.0816855678587846
"699",0.0827597579848886
"700",0.0860532490161949
"701",0.0723227005004401
"702",0.061297349077081
"703",0.0636353847483094
"704",0.0477679857011862
"705",0.0550230911326039
"706",0.0686487231440067
"707",0.0604340606365697
"708",0.0505604154923723
"709",0.0744568189822428
"710",0.0725041013952602
"711",0.0696800550548249
"712",0.0471854169419035
"713",0.0423203796968863
"714",0.0852395577301795
"715",0.053032997013968
"716",0.0930307867019723
"717",0.0703576037636228
"718",0.0591517197656999
"719",0.111989673076959
"720",0.0775809624257334
"721",0.08232488625703
"722",0.119167225178284
"723",0.0669123039051868
"724",0.115865087092054
"725",0.0748546418664044
"726",0.0609577537019125
"727",0.0659982339065213
"728",0.0792490257970787
"729",0.0482573957200533
"730",0.0674110188060144
"731",0.059638398966714
"732",0.0590740386084733
"733",0.0690123334098199
"734",0.0642519048499865
"735",0.0689625541466452
"736",0.0816212525482453
"737",0.0530930765623869
"738",0.0733153664131895
"739",0.0674936669316748
"740",0.0893217360839158
"741",0.0483812629677765
"742",0.0398220332333452
"743",0.0554679649898632
"744",0.0699412469126049
"745",0.0628193906139118
"746",0.0583027427150907
"747",0.049145348498093
"748",0.0535406686423247
"749",0.0577337292624746
"750",0.0624548769716513
"751",0.0622766972642849
"752",0.063966765413646
"753",0.0875771850529363
"754",0.0503171725175802
"755",0.0774732863708259
"756",0.0959486355796303
"757",0.0629056964007314
"758",0.0489806569890502
"759",0.0712458353645449
"760",0.0789604731968078
"761",0.05464562717128
"762",0.0761720139156963
"763",0.0591094539739018
"764",0.0825296494326264
"765",0.0868880141869104
"766",0.0489720262711058
"767",0.0880252546772812
"768",0.0660065262710726
"769",0.0697539895466524
"770",0.081832308603791
"771",0.0804131207059658
"772",0.112089642879491
"773",0.103193310786265
"774",0.0576514069373026
"775",0.075910286726598
"776",0.0973698499950295
"777",0.0524677774783679
"778",0.107345381009458
"779",0.0646258588773615
"780",0.081445378935955
"781",0.0692027866714372
"782",0.0484738196744034
"783",0.0588630065630849
"784",0.104221881523519
"785",0.0424746913776971
"786",0.0668775955406758
"787",0.0817613874598479
"788",0.0648686815618614
"789",0.0975963126758819
"790",0.0821661665304212
"791",0.0516152617053712
"792",0.070808059495466
"793",0.0579715691838793
"794",0.0688937364603248
"795",0.0638976263118418
"796",0.110582725039625
"797",0.0689455716576486
"798",0.060922414773852
"799",0.062375334624684
"800",0.0616005743282842
"801",0.0516707906575496
"802",0.0619036990186887
"803",0.0855143599615097
"804",0.0693884969970984
"805",0.0730677373812486
"806",0.0716965448679432
"807",0.0645504018799441
"808",0.0674270308783552
"809",0.0862725547173964
"810",0.0787867167444326
"811",0.0883658791277105
"812",0.0869916454119701
"813",0.0780778801453499
"814",0.0666783761480866
"815",0.0553837254890632
"816",0.0917657903993005
"817",0.112860769836437
"818",0.0584966692175771
"819",0.0409021502206826
"820",0.0634533478340078
"821",0.060101960854987
"822",0.0517196257829429
"823",0.0526705549423367
"824",0.0736931926526828
"825",0.0579639105261299
"826",0.0712417261033636
"827",0.0952270216929124
"828",0.0765479121843848
"829",0.0866514500415291
"830",0.0546352767140135
"831",0.0676359003175913
"832",0.0674610316010679
"833",0.0627894523048321
"834",0.0628940711169874
"835",0.0545813101808384
"836",0.0861881990610947
"837",0.0678131379608899
"838",0.0713726285936315
"839",0.071720476732903
"840",0.0670607389145671
"841",0.0908200281445246
"842",0.0581403211404241
"843",0.0990166142950474
"844",0.0615473155000174
"845",0.054913240975363
"846",0.0538620593273669
"847",0.082879378785679
"848",0.108223578297761
"849",0.0447508859512156
"850",0.0747047490689053
"851",0.0782558124561619
"852",0.0681435695318924
"853",0.0805363465376331
"854",0.0772419846243154
"855",0.107535703156452
"856",0.0634553267873127
"857",0.0636185032210557
"858",0.0626531856051742
"859",0.0558593137801281
"860",0.0463022870668505
"861",0.109068688254631
"862",0.0748930961553661
"863",0.0817281350177107
"864",0.115048314740052
"865",0.0450571268702455
"866",0.0504221454473789
"867",0.0803406352166141
"868",0.0653887688516563
"869",0.0946588365265504
"870",0.0768234817148292
"871",0.0700741872151289
"872",0.0585053328613791
"873",0.0755392852276601
"874",0.0898241488524923
"875",0.097021406410677
"876",0.0772416752209364
"877",0.0659328150181007
"878",0.0601492238974668
"879",0.0722549091840168
"880",0.0407619592652139
"881",0.0555920006192762
"882",0.0680437330314369
"883",0.0838450794311608
"884",0.104213957341843
"885",0.0554384484142235
"886",0.0738210460152471
"887",0.098863458203536
"888",0.0708281993735337
"889",0.0727356486099928
"890",0.0965276800754783
"891",0.051156855667699
"892",0.0766911441498977
"893",0.0892140857286316
"894",0.0482669883767019
"895",0.0719659823793404
"896",0.0771815762301834
"897",0.0642791840292025
"898",0.0455084282303791
"899",0.0799344665780041
"900",0.129231891915426
"901",0.0707928252714621
"902",0.0881629621669851
"903",0.0837137720422382
"904",0.0671238598547571
"905",0.0809030794775355
"906",0.0770358113605158
"907",0.0906899632824239
"908",0.0960180779328619
"909",0.0816464762372741
"910",0.10646698239296
"911",0.0429662128349709
"912",0.0674595132865451
"913",0.0351523284958822
"914",0.0565969912622167
"915",0.0728843771378554
"916",0.0910686282390158
"917",0.0481351826528874
"918",0.104181864218266
"919",0.0799791676450964
"920",0.0681264693173211
"921",0.0451647895338115
"922",0.0837650135669966
"923",0.0575129828110554
"924",0.10134499493237
"925",0.0565456606004102
"926",0.0633019299267645
"927",0.0856933777988916
"928",0.0468232988356473
"929",0.0717898595724078
"930",0.0307158089979684
"931",0.0535096570956494
"932",0.0467710158513985
"933",0.107087681831142
"934",0.0698443499314963
"935",0.0704143393560366
"936",0.0878662544179282
"937",0.0406364150521854
"938",0.0510163294273179
"939",0.0457240281345932
"940",0.0489799333362473
"941",0.0728147408374231
"942",0.0755673517761416
"943",0.0957125476776942
"944",0.0659464128371626
"945",0.0769412637819764
"946",0.0825871575182245
"947",0.12120618676619
"948",0.0744577925620146
"949",0.0867853520511797
"950",0.0860682593247244
"951",0.0697041226059359
"952",0.0677461672642655
"953",0.0395542068414804
"954",0.0729346886970558
"955",0.0557964255256152
"956",0.0931590686428328
"957",0.0704794159421594
"958",0.0943582566154133
"959",0.0918701384146663
"960",0.0595575431882726
"961",0.0826899394817091
"962",0.0623510212612751
"963",0.111006563162074
"964",0.0431694176258495
"965",0.0727856405933072
"966",0.0919182388742165
"967",0.0770473679933912
"968",0.107964889086639
"969",0.0958024958143006
"970",0.0446654204020469
"971",0.0895292825711155
"972",0.0762996465879631
"973",0.0738131299572761
"974",0.0452699776869332
"975",0.0738501085521993
"976",0.0585089978422568
"977",0.0609413456009959
"978",0.0597504042378337
"979",0.0753220810909127
"980",0.132081218861116
"981",0.0355122082364847
"982",0.104168444664913
"983",0.0474481018252525
"984",0.0697294919686958
"985",0.0560771608998008
"986",0.084432720009175
"987",0.076618353718042
"988",0.0842198445055462
"989",0.0599027659888415
"990",0.102968077315919
"991",0.0992018468544728
"992",0.041079390003322
"993",0.0459751177392201
"994",0.0629062152424144
"995",0.0831846298840483
"996",0.0358480749093166
"997",0.0644051907668286
"998",0.0643840825294505
"999",0.0635492350268124
"1000",0.081594392733275
"1001",0.0759070240405075
"1002",0.107295534342403
"1003",0.123680312153758
"1004",0.0655829006148853
"1005",0.0678735375641123
"1006",0.0584646863097899
"1007",0.0690403644853481
"1008",0.0694327755162116
"1009",0.0690412950577028
"1010",0.0639492171521364
"1011",0.0400377332386696
"1012",0.0655821991906018
"1013",0.116983654717377
"1014",0.0628645371570045
"1015",0.0507110590132203
"1016",0.0904643088373202
"1017",0.0773257384885002
"1018",0.0747989867349476
"1019",0.0862142905660969
"1020",0.0514312756698872
"1021",0.104662323848644
"1022",0.0843820934902145
"1023",0.0705301779872055
"1024",0.0624319667400076
"1025",0.0986153688670521
"1026",0.0589298520059094
"1027",0.0694687362905202
"1028",0.0812837347400384
"1029",0.0836080996614359
"1030",0.0547758789241534
"1031",0.0900783856778921
"1032",0.0549359174288709
"1033",0.0507093685331016
"1034",0.0691650612266118
"1035",0.0528009569714391
"1036",0.0561963489719935
"1037",0.0739219090524825
"1038",0.0820993982385254
"1039",0.0732549250161116
"1040",0.0667239563506778
"1041",0.0593741847242533
"1042",0.12244510286611
"1043",0.0639706043983103
"1044",0.0687272905145568
"1045",0.0618530268721415
"1046",0.0505969018364904
"1047",0.0748589824644306
"1048",0.0728895298378646
"1049",0.0774661553971741
"1050",0.0816670502252506
"1051",0.0530860772150403
"1052",0.0597518757690341
"1053",0.0396723846028382
"1054",0.0420445833647972
"1055",0.0827246112368776
"1056",0.0781056078458546
"1057",0.0756377781825448
"1058",0.0628749278863709
"1059",0.059351411600045
"1060",0.0610079140451016
"1061",0.0957578000791614
"1062",0.0527362253688587
"1063",0.0755588298280766
"1064",0.0605746817462368
"1065",0.0735522688001124
"1066",0.0737957821595618
"1067",0.0927912872684156
"1068",0.0578584945742116
"1069",0.0421111271777577
"1070",0.104241101591548
"1071",0.110436159292728
"1072",0.0700510278145855
"1073",0.103672275705092
"1074",0.0638948281725783
"1075",0.104035195984561
"1076",0.0414470212470691
"1077",0.0521645674951112
"1078",0.0596431844214738
"1079",0.0566984223947908
"1080",0.0750123098299407
"1081",0.0440640671867604
"1082",0.0546124265805841
"1083",0.0710131971578174
"1084",0.0840053451926602
"1085",0.0707868165602509
"1086",0.0656405640620954
"1087",0.0886458690573877
"1088",0.0505812793971149
"1089",0.0751454456525816
"1090",0.0596910241535709
"1091",0.057979274294117
"1092",0.091795199682128
"1093",0.0441877579593004
"1094",0.060602548779455
"1095",0.0828675814554384
"1096",0.0930303569821175
"1097",0.0633956530303904
"1098",0.0924603470294772
"1099",0.0870345401572595
"1100",0.0795416404300386
"1101",0.0684884777642629
"1102",0.0805753256994088
"1103",0.0567641641763886
"1104",0.0437202739368078
"1105",0.0650474419411449
"1106",0.0547849766577432
"1107",0.110757296426086
"1108",0.0489838613039644
"1109",0.0474096302137859
"1110",0.0682346220455292
"1111",0.061089310494257
"1112",0.0382499686895771
"1113",0.0802017925728692
"1114",0.0676875776541045
"1115",0.0569456178723682
"1116",0.0527391017248089
"1117",0.115621463820235
"1118",0.0649561743300046
"1119",0.0582561590708655
"1120",0.0764706290949739
"1121",0.0703079976102335
"1122",0.0646683396120019
"1123",0.0773758636547778
"1124",0.125691699670026
"1125",0.0762075142964632
"1126",0.0558043670253774
"1127",0.0672855872882026
"1128",0.064440511172924
"1129",0.0637418689965485
"1130",0.10969087810023
"1131",0.0876419204758148
"1132",0.053566533382538
"1133",0.109646371449932
"1134",0.117815885793208
"1135",0.0778195496899126
"1136",0.0705276687837668
"1137",0.0529723772608899
"1138",0.0920147711372387
"1139",0.067322694564138
"1140",0.0603322557310706
"1141",0.0643000934244842
"1142",0.0484212828271565
"1143",0.0777668753250684
"1144",0.0495152616114327
"1145",0.0644749160608398
"1146",0.0577902588545774
"1147",0.051561658533426
"1148",0.0903337715304381
"1149",0.0666650466417334
"1150",0.0935626365929788
"1151",0.0731643449804576
"1152",0.0624203336287411
"1153",0.0666215768699902
"1154",0.0877045925761279
"1155",0.0633668363431424
"1156",0.0612726217393658
"1157",0.0629548728201278
"1158",0.0597002106694341
"1159",0.068177455475658
"1160",0.0701418853975844
"1161",0.0869441483580782
"1162",0.0783775769213422
"1163",0.0603880412991399
"1164",0.0598189044252002
"1165",0.0830011792647017
"1166",0.0448810281477298
"1167",0.0657900428768092
